source,record_id,title,year,venue,doi,cited_by_count,query_seed,relevance_note
Crossref,https://doi.org/10.1093/oxfordhb/9780195376746.013.0046,Causal Reasoning,2013,Oxford Handbooks Online,10.1093/oxfordhb/9780195376746.013.0046,15,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.21236/ada564092,Integrated Robot Task and Motion Planning in the Now,2012,,10.21236/ada564092,15,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1016/j.rcim.2024.102896,Variable impedance control on contact-rich manipulation of a collaborative industrial mobile manipulator: An imitation learning approach,2025,Robotics and Computer-Integrated Manufacturing,10.1016/j.rcim.2024.102896,14,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.15607/rss.2024.xx.132,Towards Tight Convex Relaxations for Contact-Rich Manipulation,2024,Robotics: Science and Systems XX,10.15607/rss.2024.xx.132,14,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1145/3643834.3661542,“Push-That-There”: Tabletop Multi-robot Object Manipulation via Multimodal 'Object-level Instruction',2024,Designing Interactive Systems Conference,10.1145/3643834.3661542,14,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1109/iros47612.2022.9981802,A System for Imitation Learning of Contact-Rich Bimanual Manipulation Policies,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros47612.2022.9981802,14,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1093/oso/9780198846376.003.0010,A puzzle about narrative progression and causal reasoning,2021,The Language of Fiction,10.1093/oso/9780198846376.003.0010,14,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1109/lra.2020.2996067,Data-Efficient Model Learning and Prediction for Contact-Rich Manipulation Tasks,2020,IEEE Robotics and Automation Letters,10.1109/lra.2020.2996067,14,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/lra.2018.2856915,Approximate Inference-Based Motion Planning by Learning and Exploiting Low-Dimensional Latent Variable Models,2018,IEEE Robotics and Automation Letters,10.1109/lra.2018.2856915,14,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.1109/icra.2011.5980212,Mobile manipulation: Encoding motion planning options using task motion multigraphs,2011,2011 IEEE International Conference on Robotics and Automation,10.1109/icra.2011.5980212,14,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1109/roman.2006.314363,Mobile Manipulation Based on Generic Object Knowledge,2006,ROMAN 2006 - The 15th IEEE International Symposium on Robot and Human Interactive Communication,10.1109/roman.2006.314363,14,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1109/tase.2021.3139096,A Novel Contact State Estimation Method for Robot Manipulation Skill Learning via Environment Dynamics and Constraints Modeling,2022,IEEE Transactions on Automation Science and Engineering,10.1109/tase.2021.3139096,13,hidden constraints robot manipulation,constraint;contact;manipulation
Crossref,https://doi.org/10.1109/lra.2022.3152697,Reaching Through Latent Space: From Joint Statistics to Path Planning in Manipulation,2022,IEEE Robotics and Automation Letters,10.1109/lra.2022.3152697,13,robot manipulation latent state inference,manipulation
Crossref,https://doi.org/10.1109/tro.2018.2830369,Physically Plausible Wrench Decomposition for Multieffector Object Manipulation,2018,IEEE Transactions on Robotics,10.1109/tro.2018.2830369,13,object relation reasoning robot manipulation,manipulation;physical
Crossref,https://doi.org/10.1007/978-1-4471-0749-1_8,Force- and Vision-Based Detection of Contact State Transitions,2000,Advanced Manufacturing Robot Manipulation of Deformable Objects,10.1007/978-1-4471-0749-1_8,13,robot manipulation latent state inference,contact
Crossref,https://doi.org/10.1109/ur61395.2024.10597513,A Realistic Surgical Simulator for Non-Rigid and Contact-Rich Manipulation in Surgeries with the da Vinci Research Kit,2024,2024 21st International Conference on Ubiquitous Robots (UR),10.1109/ur61395.2024.10597513,12,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/tnnls.2023.3252578,Task-Oriented Robot Cognitive Manipulation Planning Using Affordance Segmentation and Logic Reasoning,2024,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2023.3252578,12,robot fixture reasoning assembly manipulation,manipulation
Crossref,https://doi.org/10.15607/rss.2023.xix.049,Causal Policy Gradient for Whole-Body Mobile Manipulation,2023,Robotics: Science and Systems XIX,10.15607/rss.2023.xix.049,12,causal physical reasoning robotics manipulation,manipulation;causal
Crossref,https://doi.org/10.1007/s10514-023-10148-y,Multi-robot geometric task-and-motion planning for collaborative manipulation tasks,2023,Autonomous Robots,10.1007/s10514-023-10148-y,12,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1214/21-ejs1841,Exact inference for a class of hidden Markov models on general state spaces,2021,Electronic Journal of Statistics,10.1214/21-ejs1841,12,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1007/s10846-019-01125-8,Inference of Manipulation Intent in Teleoperation for Robotic Assistance,2020,Journal of Intelligent &amp; Robotic Systems,10.1007/s10846-019-01125-8,12,robot manipulation latent state inference,manipulation
Crossref,https://doi.org/10.1109/coase.2019.8843209,Task Assignment and Motion Planning for Bi-Manual Mobile Manipulation,2019,2019 IEEE 15th International Conference on Automation Science and Engineering (CASE),10.1109/coase.2019.8843209,12,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1109/iros.2012.6386134,Manipulation planning with soft task constraints,2012,2012 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2012.6386134,12,task motion planning manipulation constraints,constraint;manipulation
Crossref,https://doi.org/10.1155/2011/691769,High-Speed Tactile Sensing for Array-Type Tactile Sensor and Object Manipulation Based on Tactile Information,2011,Journal of Robotics,10.1155/2011/691769,12,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.1017/cbo9780511803161.005,Causal Diagrams and the Identification of Causal Effects,2009,Causality,10.1017/cbo9780511803161.005,12,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1108/01445150910987772,Sensor placement strategy for fixture variation diagnosis of compliant sheet metal assembly process,2009,Assembly Automation,10.1108/01445150910987772,12,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.1108/01445150810889475,Precise manipulation approach to facilitate interactive modular fixture assembly design in a virtual environment,2008,Assembly Automation,10.1108/01445150810889475,12,robot assembly fixture support manipulation,fixture;assembly;manipulation
Crossref,https://doi.org/10.1109/robot.1998.680649,Motion planning for a mobile manipulator considering stability and task constraints,,Proceedings. 1998 IEEE International Conference on Robotics and Automation (Cat. No.98CH36146),10.1109/robot.1998.680649,12,task motion planning manipulation constraints,constraint
Crossref,https://doi.org/10.1007/3-540-45000-9_4,Tactile Sensing for Robotic Manipulation,,Lecture Notes in Control and Information Sciences Ramsete,10.1007/3-540-45000-9_4,12,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.1109/tro.2024.3502508,Human-Aware Physical Human–Robot Collaborative Transportation and Manipulation With Multiple Aerial Robots,2025,IEEE Transactions on Robotics,10.1109/tro.2024.3502508,11,robot manipulation physical reasoning support relations,manipulation;physical
Crossref,https://doi.org/10.1109/icra55743.2025.11128816,PolyTouch: A Robust Multi-Modal Tactile Sensor for Contact-Rich Manipulation Using Tactile-Diffusion Policies,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11128816,11,tactile inference manipulation hidden state,contact;tactile;manipulation
Crossref,https://doi.org/10.1007/s11071-021-07044-4,Contact constraints-based dynamic manipulation control of the multi-fingered hand robot: a force sensorless approach,2022,Nonlinear Dynamics,10.1007/s11071-021-07044-4,11,hidden constraints robot manipulation,constraint;contact;manipulation
Crossref,https://doi.org/10.1007/s10846-020-01221-0,Compliant Manipulation Method for a Nursing Robot Based on Physical Structure of Human Limb,2020,Journal of Intelligent &amp; Robotic Systems,10.1007/s10846-020-01221-0,11,robot manipulation physical reasoning support relations,manipulation;physical
Crossref,https://doi.org/10.1109/icra.2018.8463215,Learning Robust Policies for Object Manipulation with Robot Swarms,2018,2018 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2018.8463215,11,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1109/iros.2013.6696724,Description and execution of humanoid's object manipulation based on object-environment-robot contact states,2013,2013 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2013.6696724,11,object relation reasoning robot manipulation,contact;manipulation
Crossref,https://doi.org/10.1007/978-3-642-14743-2_26,Multi-modal Motion Planning for a Humanoid Robot Manipulation Task,2010,Springer Tracts in Advanced Robotics Robotics Research,10.1007/978-3-642-14743-2_26,11,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1109/tro.2005.861452,Mobile manipulation of flexible objects under deformation constraints,2006,IEEE Transactions on Robotics,10.1109/tro.2005.861452,11,hidden constraints robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.1080/00207548808947901,A framework for CAD-based geometric reasoning for robot assembly language†,1988,International Journal of Production Research,10.1080/00207548808947901,11,robot fixture reasoning assembly manipulation,assembly
Crossref,https://doi.org/10.1109/isatp.1995.518766,Fine motion planning through constraint network analysis,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518766,11,task motion planning manipulation constraints,constraint
Crossref,https://doi.org/10.1109/icra57147.2024.10611305,Hearing Touch: Audio-Visual Pretraining for Contact-Rich Manipulation,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10611305,10,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/tmrb.2023.3320520,Virtual-Fixture-Based Osteotomy Shared Control: A Framework for Human-Robot Shared Surgical Osteotomy Manipulation,2023,IEEE Transactions on Medical Robotics and Bionics,10.1109/tmrb.2023.3320520,10,robot assembly fixture support manipulation,fixture;manipulation
Crossref,https://doi.org/10.1016/b978-0-32-390445-2.00008-8,GelTip tactile sensor for dexterous manipulation in clutter,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",10.1016/b978-0-32-390445-2.00008-8,10,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.1017/9781009218245.012,Latent Dirichlet Allocation,2022,Inference and Learning from Data,10.1017/9781009218245.012,10,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.1109/icra48506.2021.9560902,Task-Space Decomposed Motion Planning Framework for Multi-Robot Loco-Manipulation,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48506.2021.9560902,10,task motion planning manipulation constraints,manipulation
